first_name,last_name,birth_date
Gino,Morton,1955-08-16
Gilbert,Staelin,1955-10-06
Mang,Selvestrel,1954-06-28
Almudena,Chaudhury,1954-01-09
Udi,Hedayat,1953-05-21
Marco,Pusterhofer,1952-11-18
Kotesh,Kamber,1955-03-07
Yishay,Ambroszkiewicz,1952-10-11
Ramzi,Shiratori,1954-02-06
Roselyn,Ventosa,1952-10-09
Dulce,Norsworthy,1952-12-31
Lalit,Kalafatis,1953-10-31
Shigenori,Gyorkos,1954-10-26
Ziyad,Schaaf,1955-11-08
Bedrich,Driscoll,1952-08-14
Gretta,Wursthorn,1955-01-18
Mantis,Waymire,1952-08-12
Cordelia,Kolvik,1954-02-05
Tuval,Lichtner,1954-03-01
Kiyokazu,Antonakopoulos,1954-12-16
Siddarth,Flowers,1952-03-23
Suzette,Hettesheimer,1952-10-18
Makato,Thisen,1952-07-01
Georgi,Woycyznski,1952-06-14
Kristian,Demeyer,1953-11-11
Luerbio,Setlzner,1954-04-23
Shigeu,Lagarias,1954-10-18
Niteen,Schwabacher,1954-12-25
Xiaoheng,Samarati,1954-08-23
Zhongwei,Msuda,1953-12-24
Mansur,Xiaoshan,1955-12-25
Yaghout,Erman,1952-04-26
Elliott,Fandrianto,1953-07-28
Shahab,Rajaraman,1952-12-04
Serge,Lichtman,1955-09-13
Dipankar,Schnelling,1952-07-29
Gonzalo,Molenaar,1955-07-18
Yoshinari,Usery,1955-07-07
Zengping,Desikan,1953-09-17
Hyuckchul,Kusalik,1955-01-03
Xuedong,Kenevan,1952-05-25
Paloma,Lorin,1952-04-28
Tomofumi,Randt,1955-03-03
Anoosh,Panwar,1953-04-26
Shrikanth,Goodrum,1953-05-23
Arif,Randt,1952-02-28
Nikolaos,Navazio,1954-05-13
Suvo,Cools,1955-03-07
Poornachandra,Kalefeld,1955-05-18
Waiman,Kilgore,1955-03-16
Wilmer,Thummel,1955-12-13
Willard,Eppinger,1952-07-04
Kazuhide,Demri,1955-09-23
Vishv,Neimat,1955-05-13
Leandro,Gyimothy,1955-12-17
Shooichi,Ernst,1954-08-28
Sadun,Schnelling,1954-07-19
Chaoyi,Sabnani,1955-02-11
Moon,Comte,1955-03-17
Turgut,Kushnir,1955-11-06
Kellyn,Ibel,1955-09-17
Gift,Chinin,1953-03-22
Arno,Maksimenko,1955-02-15
Fusako,Peak,1953-02-06
Odoardo,Vendrig,1954-12-05
Patricio,Zaiane,1955-03-22
Basant,dAstous,1955-05-04
Chaosheng,Conia,1954-02-04
Maren,Lichtner,1953-04-13
Yuguang,Lieblein,1955-06-25
Margo,Walston,1954-09-14
Mrinalini,Ratnakar,1952-04-23
Dinah,Perin,1952-08-24
Armond,Hiltgen,1954-03-17
Tzvetan,Cappelletti,1953-12-02
Kwee,Spataro,1954-11-13
Toshimori,Speek,1954-10-15
Lansing,Aseltine,1953-10-23
Munenori,Trogemann,1955-11-05
Herb,Vural,1952-05-17
Lorien,Brandsma,1954-10-23
Shuky,Birke,1952-03-03
Hongzhu,Lichtner,1953-12-22
Xianlong,Bennet,1955-02-05
Along,Zongker,1954-09-27
Tetsurou,Zschoche,1955-11-28
Gian,Gulla,1952-02-18
Giordano,Samarati,1952-12-23
Venkatesan,Hinsberger,1952-03-27
Yannik,VanScheik,1953-04-16
Sergi,Hartvigsen,1952-06-05
Lech,Mullainathan,1954-05-18
Przemyslawa,Porotnikoff,1954-11-29
Moriyoshi,Koblitz,1952-07-13
Fatemeh,Hardjono,1952-02-10
Shuky,Figueira,1953-09-25
Hideo,Fujisawa,1953-06-20
Terresa,Setlzner,1952-09-26
Rildo,Granlund,1955-01-15
Theirry,Munawer,1953-05-31
Jiong,Isaak,1952-10-28
Anestis,Gelosh,1953-08-26
Nectarios,Peltason,1954-12-17
Francesca,Schrooten,1952-03-26
Adamantios,Zucker,1954-07-12
Arif,DasSarma,1953-04-01
Gererd,Asrin,1952-08-21
Phule,Schaft,1952-10-03
Marl,Merks,1954-03-30
Sanjai,Kruskal,1952-12-09
Kellie,Chandrasekhar,1953-01-16
Radhia,Oppitz,1953-05-13
Kristin,Delaune,1955-05-18
Armond,Masamoto,1955-12-01
Tze,Ciolek,1955-09-19
Yonghong,Schaap,1952-02-05
Gro,Polupanov,1953-07-18
Shounak,Yetim,1954-12-13
Takahiro,Sluis,1953-10-18
Jingling,Millington,1952-09-11
Xiaocheng,Taubman,1952-04-04
Takahira,Quadeer,1952-05-24
Vojin,Erbe,1955-10-10
Gian,Vernadat,1952-10-24
Manu,Rosin,1952-08-01
Gennadi,Atchley,1954-04-27
Miyeon,Pietracaprina,1953-08-30
Kiyotoshi,Keohane,1954-11-27
Khue,Clemencon,1954-02-21
Yechezkel,Gyorkos,1952-05-29
Mamdouh,Bach,1955-09-14
Lalit,Fontet,1952-11-22
Steen,Leppanen,1955-11-19
Boguslaw,Fabrizio,1955-02-08
Elvis,Zambonelli,1954-06-30
Dannz,Litzler,1952-12-13
Bernd,Schwaller,1953-04-20
Fumiko,Lamma,1952-06-26
Sandeepan,Sidou,1952-02-05
Siddarth,Peroz,1955-04-25
Tse,Dulli,1954-07-05
Susanta,Birch,1955-08-10
Martins,Katzenelson,1954-11-24
Mikhail,Cesareni,1952-11-07
Lenore,Montemayor,1953-07-14
Heon,Alencar,1952-08-14
Lillian,Comyn,1952-05-12
Jouni,Broder,1954-11-13
Mabo,Luck,1952-11-02
Susumu,Jording,1953-04-10
Ennio,Schaad,1953-04-19
Moon,Grospietsch,1953-11-07
Gaetan,Weiland,1953-03-21
Jiakeng,Manders,1954-05-31
Bernd,Schrift,1952-06-24
Murthy,Menyhert,1955-03-14
Frederique,Navazio,1952-02-29
Bartek,Perl,1955-10-04
Arra,Ulupinar,1952-11-02
Zdislav,Sigstam,1952-06-10
Mohamadou,Wiegley,1954-05-24
Domenick,Rullman,1954-07-03
Chrisa,Simkin,1954-04-15
Hisao,Gyimothy,1955-09-03
Nagui,Goldhammer,1953-02-01
Conor,Peha,1954-01-03
Nikolaus,Steinauer,1953-05-03
Mohammad,Conry,1955-08-25
Richara,McFarlin,1955-06-23
Tru,Rebaine,1952-05-15
Almudena,Comte,1953-03-21
Alain,Hoppenstand,1954-11-27
Shakhar,Speer,1954-05-03
Pradeep,Gluchowski,1953-04-07
Martien,Billawala,1954-03-31
Iara,Backhouse,1953-06-06
Macha,Kakkar,1955-09-30
Maris,Harnett,1952-02-03
Sarita,Lorch,1952-06-19
Vidya,Peac,1955-03-21
Sajjan,Strehl,1952-10-23
Babette,Anguita,1952-10-06
Hongzhu,Viele,1953-03-24
Adit,Gihr,1953-11-13
Foong,Morton,1953-02-04
Rajmohan,Matzel,1954-04-03
Sadun,Schrooten,1952-08-23
Minghong,Peir,1953-06-02
Hairong,Pusterhofer,1952-12-12
Abdelghani,Haldar,1953-09-02
Renny,Eastman,1953-12-02
Shih,Servi,1952-12-26
Magy,Danner,1955-11-22
Jasminko,Sadowski,1953-01-16
Shuzo,Kohling,1952-11-16
Mototsugu,Kandlur,1953-09-26
Toshiko,Hofman,1953-09-12
Christophe,Sluis,1954-03-05
Zijian,Falby,1952-12-18
Otmar,Gils,1954-12-30
True,Fabrizio,1953-12-03
Feiyu,Mitsuhashi,1954-02-12
Dhritiman,Coombs,1952-09-09
Dmitri,Zeleznik,1953-10-20
Mariangiola,Baja,1952-07-17
Jaihie,Parhami,1954-10-28
Vivian,Haldar,1955-05-30
Rasikan,Hanabata,1955-04-10
Kwun,Demri,1955-06-14
Kankanahalli,Liesche,1955-05-18
Gino,Hmelo,1953-07-23
Shridhar,Skafidas,1953-03-09
Masoud,Sommer,1955-05-23
Kazunori,Bugaenko,1954-07-17
Dmitry,Androutsos,1952-09-20
Szabolcs,Mullainathan,1954-06-22
Remko,Tagansky,1953-12-28
Rafols,Vieri,1954-06-15
Jinpo,Hoogerwoord,1954-01-18
Tonia,Falco,1953-08-29
Arumugam,Rijsenbrij,1953-03-31
Lalit,Kropatsch,1955-09-15
Pranav,Mikschl,1954-11-26
Kerhong,Juneja,1953-11-20
Sachar,Beeson,1953-06-15
Chaosheng,Eldridge,1953-09-24
Marsja,Danley,1954-10-08
Serif,Gajiwala,1954-03-21
Ghassan,Mellouli,1954-06-02
Danel,Kobuchi,1953-01-04
Ipke,Milicia,1953-01-12
Aloke,Reinhard,1953-01-12
Maik,Riefers,1953-03-25
Jagoda,Randt,1952-10-09
Qiwen,Jenevein,1953-01-08
Zine,Journel,1954-06-13
Ortrud,Kugler,1954-11-10
Jianwen,Sundgren,1952-07-27
Boutros,Callaway,1952-11-18
Yannik,Laventhal,1953-01-11
Abdelaziz,Fontan,1952-09-06
Lokesh,Chinen,1954-07-08
Billur,Rousseau,1955-05-09
Ymte,Goodrum,1953-12-23
Qingxiang,Fordan,1955-03-24
Golgen,Baig,1955-04-13
Remko,Frolund,1955-04-22
Subhankar,Shihab,1953-06-24
Jianhao,Schaaf,1955-05-09
Mihalis,Junot,1952-06-09
Ziyad,Rosca,1955-10-12
Jessie,Spelt,1952-04-15
Filipe,Beetstra,1952-07-30
Heeju,Juneja,1952-07-08
Masato,Jarecki,1953-09-13
Eldridge,Junet,1952-03-29
Dhritiman,Malabarba,1953-05-14
Arvind,Esposito,1953-03-01
Stafford,Mitchem,1952-06-28
Constantino,Blokdijk,1955-01-31
Youpyo,Anandan,1952-07-23
Guozhong,Zaccaria,1955-04-29
Marsal,Pearson,1954-08-05
Willard,Gubsky,1955-04-11
Shahid,Mansanne,1955-10-15
Gor,Langford,1952-03-20
Danai,Koshiba,1952-04-20
Djelloul,Kolvik,1953-04-30
Bedir,Tyugu,1955-06-10
Vojin,Geffroy,1954-08-04
Hirochika,Swick,1955-10-21
Ronnie,Raczkowsky,1954-04-23
Herb,Sanella,1955-08-09
Przemyslawa,Kemmerer,1952-08-13
Trygve,Ligten,1955-02-16
Youpyo,Takanami,1955-02-23
Mahmut,McClurg,1955-04-28
Hein,Peron,1954-06-26
Radoslaw,Puppe,1952-03-16
Atreye,Terekhov,1955-11-24
Jiann,Calkin,1953-09-14
Adamantios,Jeong,1955-12-21
Urs,Schlumberger,1955-11-29
Tran,Zhang,1953-08-07
Florian,Baaz,1955-08-27
Jacopo,Panangaden,1954-02-21
Mark,Nittel,1954-11-10
Zengping,Staelin,1954-10-28
Hidde,Undy,1955-07-10
Demos,Baaleh,1955-10-25
Shigenori,Gill,1953-12-06
Moni,Tiemann,1953-02-17
Yinlin,Schapiro,1954-04-08
Guadalupe,Heijenga,1954-09-13
Kristina,Pashtan,1955-09-18
Rafael,Baba,1955-04-21
Moto,Marwedel,1954-11-24
Sahrah,Lukaszewicz,1953-01-15
Zongyan,DuCasse,1953-03-10
Gonzalo,Sewelson,1955-08-10
Kazuyasu,Rassart,1952-09-04
Rosalyn,Kobuchi,1952-10-10
Alejandra,Calkin,1954-03-10
Geraldo,Ciolek,1955-04-04
Ayakannu,Uhrig,1954-12-30
Lenore,Sooriamurthi,1955-06-22
Behnaam,Schlenzig,1955-12-26
Kristof,Pluym,1952-02-23
Valdiodio,Demir,1954-06-21
Shim,Uludag,1955-03-11
Sanjai,Bhattacharjee,1952-03-24
Shen,Ramras,1952-07-09
Gian,Lowrie,1952-09-15
Luigi,Furedi,1952-04-26
Yakichi,Michaeli,1953-08-25
Augustine,Ranta,1953-10-05
Chanjung,Nooteboom,1953-11-16
Froduald,Schicker,1953-09-03
Gil,Lunn,1954-09-08
Lein,Busillo,1952-06-29
Jayson,Azulay,1955-02-20
Lein,Gils,1954-11-30
Fumiko,Lorch,1955-10-03
Giordano,Plotkin,1954-01-26
Perry,Cronan,1955-07-31
Lena,Schmiedel,1953-02-28
Bowen,Muhlberg,1952-03-22
DAIDA,Ratzlaff,1955-02-18
Sajjad,Poehlman,1952-03-10
Yechezkel,Denny,1954-12-03
Val,Deville,1952-02-15
Anyuan,Marletta,1954-09-27
Kwun,Clouatre,1955-06-13
Beshir,Rohrbach,1955-03-26
Collette,Christ,1952-12-17
Erzsebet,Narahari,1952-05-02
Mihalis,Yeung,1954-10-20
Tadanori,Herber,1955-02-20
Jiong,Tibblin,1954-12-03
Toshimitsu,Frezza,1954-12-21
Chanjung,Decaestecker,1952-10-29
Janalee,Poulakidas,1953-02-26
Nidapan,Guting,1954-01-14
Wayne,Anick,1953-01-01
Alselm,Selenyi,1955-07-20
Khalil,Ramsey,1954-01-27
Tremaine,Panangaden,1954-12-24
Lijie,Orlowski,1954-03-11
Shuky,Eiron,1955-05-23
Ramachenga,Koblick,1954-10-22
Shir,Merli,1955-10-12
Quingbo,dAstous,1952-03-19
Nechama,Masada,1954-11-19
Abdulla,Schaap,1953-04-05
Rosalyn,Gaughan,1955-11-02
Otilia,Brobst,1953-04-30
Tsuneo,Baar,1955-08-22
Weiye,Chepyzhov,1954-12-17
Florina,Orsini,1955-06-29
Yinlin,Coney,1953-10-02
Petter,Heydon,1954-04-13
Heekeun,Ranka,1955-09-25
Edwin,Leaver,1955-04-28
Krister,Weedman,1953-04-09
Dipayan,Schade,1952-02-18
Visit,Kulisch,1955-04-22
Yuuichi,Wynblatt,1954-02-13
Shir,Vecchi,1952-05-19
Luigi,Braunschweig,1954-03-01
Vojin,Maliniak,1953-07-24
Jinxi,Kugler,1955-08-10
Ingmar,Rettelbach,1955-10-31
Mechthild,Murtagh,1954-06-03
Khue,Masamoto,1952-08-02
Stabislas,Anick,1954-06-20
Jaewoo,Mahmud,1952-03-15
Uli,Provine,1954-08-03
Vishwani,Oppitz,1953-04-01
Mahmut,Tasistro,1953-05-23
Tayeb,Unno,1953-11-22
Shushma,Heyers,1954-07-01
Gennady,Kuzuoka,1955-12-04
Shigehiro,Furedi,1952-09-16
Christoph,Coney,1955-11-26
Marla,Raczkowsky,1953-12-04
Shigeu,Rosay,1952-05-31
Alselm,Erez,1952-12-10
Arup,Suessmith,1955-04-24
Bedrich,Bernardinello,1953-11-20
LiMin,Srimani,1954-11-25
Tokuyasu,Simmel,1952-08-14
Akemi,Conta,1955-09-30
Taisook,Sgarro,1952-11-06
Arlette,Binding,1952-03-09
Aran,Raoux,1955-02-21
Phillip,Dratva,1953-02-13
Takahira,Coombs,1955-12-18
Kokou,Atchley,1954-01-03
Yurii,Ghemri,1953-10-29
Elvia,Nitto,1953-06-07
Hatem,Luke,1954-09-15
Mansur,Miara,1952-02-22
Urs,Niizuma,1953-06-20
Paddy,Auyong,1953-09-23
Roselyn,Tagansky,1954-01-09
Claudi,Mullainathan,1952-02-08
Gina,Varley,1954-10-24
Temple,Hemaspaandra,1952-06-07
Susanna,DeMori,1953-10-22
Martial,Serna,1953-09-20
Susanna,Chaudhury,1953-09-13
Ayakannu,Zuberek,1955-05-29
Hongzhu,Merks,1952-03-19
Moni,Rahimi,1953-04-03
Kazuhiko,Farrow,1954-06-22
Eckart,Klassen,1954-10-28
Fai,Pintelas,1953-07-15
Oksana,Luiz,1955-10-03
Ortrun,Erva,1953-11-16
Navid,Riesenhuber,1953-09-09
Maren,Vilarrasa,1954-06-13
Adhemar,Pfau,1955-03-21
Naftali,Gist,1952-12-21
Katsuo,Gaughan,1952-04-06
Becky,Penttonen,1955-02-24
Bowen,Uchoa,1954-07-20
Temple,Braunmuhl,1953-03-19
Noritoshi,Majewski,1952-08-22
Geoff,Sidje,1953-05-30
Ayonca,Poujol,1952-11-13
Navid,Schlenzig,1952-07-30
Sakthirel,Sidhu,1954-07-21
Chinho,Macedo,1953-08-22
Faiza,Dichev,1954-02-14
Stein,Ferretti,1953-04-24
Kitty,Badache,1952-10-19
Moni,Crabtree,1955-07-06
Ranga,Schapire,1953-05-18
Wonhee,Lodder,1954-04-16
Sushant,VanScheik,1952-10-07
Jordanka,Skogmar,1954-02-02
Brewster,Ouhyoung,1954-11-09
Lijie,Streng,1952-12-18
Oscar,Rosti,1952-08-22
Frederique,Orlowski,1953-02-13
Munehiko,Zielinski,1952-12-05
Wayne,Christianini,1952-04-13
Kellie,Luga,1955-04-24
Kasturi,Granlund,1952-06-25
Leszek,Zaiane,1954-02-07
Horward,Docker,1952-08-06
Eran,Naudin,1952-08-06
Aksel,Fontan,1953-01-10
Dmitry,Simmen,1954-01-11
Rosine,Czaja,1952-10-27
Parviz,Zaumen,1953-12-21
Feiyu,Butterworth,1952-07-05
Josyula,Chinin,1954-08-14
Maja,Badache,1955-11-30
Dannz,Oxenboll,1953-02-16
Valeri,Alameldin,1953-08-09
Paraskevi,Spelt,1953-06-29
Reinhard,Jakobus,1954-03-17
Lokesh,Weiland,1952-08-03
Haldon,Ballarin,1953-03-29
Adamantios,Mawatari,1953-08-06
Eberhardt,Boyle,1954-11-26
Giordano,Chepyzhov,1953-12-24
Demin,Sherertz,1955-01-30
Shigenori,Kavvadias,1953-01-18
Navid,Bednarek,1953-07-17
Dmitry,Emmart,1953-10-09
Menkae,Frezza,1953-06-30
JiYoung,Peroz,1954-10-15
Felicidad,Garnick,1955-10-04
Arto,Kobuchi,1953-01-02
Xiong,Lamma,1954-09-10
Matt,Demos,1952-05-19
Heon,Pargas,1954-08-26
Nimmagadda,Uhrig,1952-08-21
Jaideep,Steinauer,1953-01-20
Chinho,Panangaden,1955-10-27
Heon,Maccarone,1955-02-08
Chanjung,Bernick,1953-12-18
Junichi,Oskamp,1953-05-06
Val,Markovitch,1954-10-09
Khaled,Bojadziev,1953-10-29
Shimshon,Dulli,1955-05-03
Shridhar,Bharadwaj,1955-12-06
Zengping,Taneja,1955-05-27
Goo,Champarnaud,1954-10-24
Taiji,Goodrum,1954-09-29
Shiv,Vieri,1952-07-10
Moto,Swiler,1954-07-08
Paris,Dichev,1953-02-25
Karoline,Masada,1953-11-09
Shao,Hoppenstand,1955-09-01
Vasilis,Ghemri,1954-10-11
Kenroku,Guting,1954-08-14
Rajmohan,Mapelli,1952-12-16
Haldon,Nannarelli,1952-08-01
Nikolaus,Schneeberger,1954-07-22
Marie,Kugler,1953-04-14
Tomokazu,Krone,1952-07-31
Jaques,Soloway,1952-07-28
Hisao,Picci,1953-05-13
Aris,DasSarma,1952-09-03
Janche,Nittel,1954-11-29
Zvonko,Conry,1954-05-17
Zine,Lueh,1955-11-14
Shaleah,McClure,1955-07-12
Freyja,Schwaller,1952-11-18
Vasilis,Schaft,1954-11-18
Rayond,Khasidashvili,1954-10-13
Gift,Katiyar,1953-02-19
Yagil,Kilgour,1955-01-28
Quingbo,Schwabacher,1954-10-17
Armond,Iwayama,1955-06-07
Shirish,Kermarrec,1952-07-14
Xuejia,Saoudi,1954-05-01
Georgi,Leonhardt,1954-10-06
Uma,Chandrasekhar,1955-06-02
Alper,Bottner,1955-05-13
Kenton,Bharadwaj,1954-03-12
Babette,Cmelik,1955-02-23
Mayuri,Basagni,1953-11-23
Sumant,Birjandi,1952-11-25
Ibibia,Dehkordi,1955-07-01
Gita,Shokrollahi,1954-01-26
Nigel,Encarnacion,1955-04-02
Arno,Karner,1954-12-19
Kish,Barbanera,1954-05-06
Cathie,Erman,1954-11-13
Serap,Picht,1954-11-25
Golgen,Coorg,1952-05-05
Katsuo,Hasham,1953-04-18
Moie,Mersereau,1954-06-06
Masasuke,Gewali,1953-09-27
Gadiel,Rajala,1955-06-06
Wayne,Strandh,1954-02-23
Goncalo,Stenning,1953-07-20
Narain,Granlund,1954-11-14
Mihalis,Facello,1955-05-14
Richara,Trogemann,1955-02-17
Xinyu,Validov,1953-08-20
Hatem,Kroll,1954-03-09
Nimmagadda,Bail,1954-05-13
Shounak,Hemaspaandra,1952-07-18
Krister,Hettesheimer,1952-11-30
Gretta,Suomi,1952-06-12
Aral,Ambroszkiewicz,1953-11-06
Toshimitsu,Pappas,1952-02-16
Munir,Honiden,1955-05-23
Makato,Passafiume,1955-11-11
Achilleas,Georgakopoulos,1953-06-05
Odysseas,Walstra,1952-09-29
Apostol,Marzano,1954-11-18
Kagan,Birke,1952-04-23
Kauko,Zhang,1953-05-05
Kenton,Sankaranarayanan,1953-06-28
Jiang,Ruemmler,1955-02-28
Mahmut,Reutenauer,1954-06-19
Tsuneo,Underwood,1955-03-13
Hausi,Cools,1953-10-19
Christoper,Puppo,1954-10-28
Licheng,Nitta,1952-11-23
Masoud,Perfilyeva,1953-07-16
Aimee,Smeets,1952-04-13
Subhankar,Halevi,1952-10-09
Mamdouh,Eickenmeyer,1952-07-02
Marin,Norsworthy,1954-08-11
Marke,Yetto,1953-09-30
Przemyslawa,Hagimont,1953-10-20
Zhenhua,Dredge,1955-09-05
Hairong,Sommer,1954-03-03
Abdelghani,Nilsson,1953-09-02
Shimshon,Otillio,1954-05-26
Khoa,Bennis,1952-12-28
Leah,Tetzlaff,1953-08-07
Horward,Demian,1955-09-26
Lucien,Dulli,1952-07-25
Uzi,Edelhoff,1954-09-04
Arun,Bazzichi,1955-06-25
Alassane,Holburn,1954-07-17
Leon,Kobara,1955-01-14
Qingxiang,Melton,1952-04-19
Moti,Terkki,1953-09-22
Izaskun,Shackell,1955-02-26
Panayotis,Ermel,1954-03-03
Berto,Middleton,1953-06-26
Nevio,Kawashima,1955-04-13
Szabolcs,Tyugu,1954-04-14
Shrikanth,Peternell,1955-12-28
Lene,Puppo,1955-10-03
Haldon,Remmers,1955-02-17
Aksel,Piazza,1955-12-31
Constantijn,Crelier,1955-04-23
Ulises,Passino,1954-11-04
Kien,Merks,1953-11-20
Masali,Versino,1952-02-08
Mohan,Munoz,1952-06-26
Akeel,Piveteau,1953-01-24
Henk,Cangellaris,1955-01-08
Torsten,Savasere,1954-12-31
Lijie,Spinelli,1953-03-04
Adhemar,Muhling,1955-07-18
Yannis,Alpay,1954-02-18
Kellie,Chepyzhov,1953-05-24
Arlette,Gyimothy,1952-05-02
Chenye,Heijenga,1955-09-17
Diederik,Suermann,1952-12-01
Sudharsan,Puppo,1954-08-17
Genevieve,Swick,1953-10-06
Sadok,Schauser,1953-12-01
Yuuichi,Muchinsky,1955-12-23
Aloke,Luef,1952-04-25
Jiafu,Chelton,1953-10-01
Rimon,Rouquie,1954-09-02
Greger,Ananiadou,1952-09-13
Udi,Delaune,1953-05-16
Naftali,Pocchiola,1953-02-09
Patricia,Bach,1953-06-02
Sanjai,Smailagic,1953-06-24
Baruch,Pietrzykowski,1953-12-05
Henk,Schaad,1955-04-27
Xiaoqiang,Conta,1952-07-14
Ipke,Chappelet,1954-03-14
Aral,Sury,1953-11-03
Stella,Schaft,1955-11-04
Fox,Heering,1954-04-30
Krisda,Badr,1953-05-10
Arvin,Iwayama,1953-04-13
Marsja,Lund,1952-10-28
Radhia,Chinal,1952-02-07
Fumino,Baba,1955-07-18
Ymte,Syrotiuk,1953-03-24
Jordanka,Mapelli,1953-09-04
Sajjad,Aingworth,1954-01-04
Yahiko,Garnick,1952-05-11
Kasturi,Luft,1953-04-18
Shaibal,Reeker,1953-05-30
Dzung,Tsukuda,1953-05-10
Stamatina,Farrow,1954-01-25
Shahaf,Coney,1955-09-01
Kazuhira,Einsfeld,1952-02-21
Ung,Joslin,1954-06-05
Fan,Feldmann,1953-08-01
Collette,Castellani,1953-12-14
Kenroku,Harbusch,1952-03-22
Atreye,Schueller,1955-07-16
Masanao,Rodiger,1954-06-12
Maia,Staelin,1954-05-26
Jeanne,Garnham,1954-08-08
Alassane,Angot,1955-03-13
Chenxi,Gadepally,1952-10-30
Sarita,Stanfel,1955-04-08
Sanjai,Kambil,1954-08-22
Yinghua,Heering,1953-04-26
Adas,Leivant,1952-11-09
Heng,Kitsuregawa,1953-12-04
Jiang,Vesel,1954-02-06
Charlene,Cairo,1953-05-18
Eishiro,Szemeredi,1953-06-23
Owen,Stanger,1954-06-26
Nahid,Mandell,1955-07-31
Sadegh,Cooke,1953-07-31
Nidapan,Fadgyas,1953-06-23
Ugo,Onuegbe,1955-06-04
Basil,Bamford,1954-09-25
DAIDA,Toyoshima,1953-05-28
Volkmar,Gurbaxani,1955-12-16
Sachem,Senzako,1952-04-08
Teiji,Litzkow,1954-08-17
Kaijung,Danecki,1954-08-04
Arup,Denti,1955-09-15
Eirik,Milicic,1952-09-22
Denis,Felcyn,1952-03-21
Otmar,Dayang,1954-03-04
Giordano,Heijenga,1952-10-12
Randy,Hemaspaandra,1954-12-28
Soenke,Honiden,1954-04-07
Terresa,Middleton,1953-10-26
Basant,Deverell,1954-08-17
Bikash,Chiodo,1955-09-08
Hideyuki,Cronan,1952-09-21
Shaz,Ramaiah,1952-03-29
Heather,Wilharm,1954-08-28
Barna,Baumann,1955-02-11
Ottavia,Doering,1953-02-07
Kellie,Vieri,1954-09-12
Sanjiv,Barvinok,1955-10-14
Clyde,Feinberg,1954-04-14
Otilia,Rettelbach,1955-06-26
Masanao,Bressoud,1953-09-17
Yongmin,Mitchem,1952-08-30
Shahar,Bashian,1955-10-11
Arch,Liesche,1952-12-09
Shaibal,Yavatkar,1953-06-06
Cullen,Usery,1955-01-17
Xianlong,McFarlin,1955-03-11
Demin,Dratva,1953-10-27
Moto,Merel,1954-06-16
Giap,Schaar,1954-05-21
Mircea,Bale,1954-07-20
Maya,Jeong,1955-08-06
Xianlong,Hennings,1953-11-10
Goncalo,Besselaar,1955-03-10
Dietrich,Veevers,1954-04-29
Kwangyoen,Azevdeo,1953-01-17
Aris,Stanfel,1955-03-13
Arnould,Garnier,1954-09-15
Adly,Piveteau,1952-11-02
Szabolcs,Busillo,1955-01-05
Tetsushi,Dengi,1954-01-27
Jongsuk,Dayana,1953-05-03
Serenella,Gill,1953-10-08
Uli,Harllee,1955-05-20
Adly,Ratzlaff,1955-11-26
Sanjiv,Zschoche,1954-01-22
Hatsukazu,Kornyak,1954-08-22
Nevin,Rousseau,1952-02-26
Rildo,Lally,1954-02-24
Billie,Codenie,1954-07-27
Garnet,Scharstein,1953-07-19
Paris,Ratnakar,1952-11-14
Shrikanth,Kuzuoka,1954-08-14
LiMin,Fontan,1954-07-28
Jianwen,Schiper,1954-02-17
Marla,Undy,1953-09-15
Jessie,Erev,1954-03-09
Ziyad,Bardell,1955-03-28
Kirk,Rosay,1952-08-04
Moni,Bahk,1953-12-04
Mingdong,Junot,1952-03-06
Xudong,Nicolson,1952-03-01
Jaewoo,Broomell,1952-05-23
Cullen,Theuretzbacher,1954-07-13
Udi,Savasere,1954-06-26
Isaac,Pietrzykowski,1954-05-25
Jianhui,Antonisse,1952-05-03
Gift,Brlek,1954-01-06
Shuho,Gomatam,1955-02-03
Tsutomu,Alameldin,1955-08-02
JiYoung,Perng,1955-04-08
Stevo,Birrer,1953-03-29
Carrsten,Puppo,1952-10-24
Jenwei,Dymetman,1953-04-16
Becky,Pesch,1952-08-17
Ramya,Rindone,1952-06-27
Kagan,Luan,1953-11-27
Kwun,Pramanik,1954-09-30
Bodo,Birrer,1954-10-25
Arumugam,Borstler,1952-06-22
Eric,Hettesheimer,1952-05-16
Tremaine,Standera,1952-10-24
Sanjit,Kamble,1953-10-21
Subhankar,Socorro,1954-07-09
Marla,Champarnaud,1955-08-28
Huei,Kropatsch,1954-05-01
Stevo,Rosiles,1954-07-08
Shaowei,Furedi,1954-02-12
Aram,Moffat,1954-07-10
Charmane,Heijenga,1954-06-04
Ziya,Schlumberger,1954-01-19
Mariusz,Esposito,1953-06-18
Kamakshi,Langford,1953-05-04
Divine,Kermarrec,1955-10-01
Shushma,Lalonde,1954-03-19
Piyawadee,Zlotek,1953-07-26
Rasikan,Lorin,1954-04-30
Mong,Merle,1952-03-02
Srinidhi,Kushnir,1954-08-09
Sachio,Wilfing,1955-06-12
Ymte,Hoogerwoord,1953-01-07
Radhika,Makinen,1955-02-05
Halsur,Kavvadias,1955-04-10
Duke,Swift,1953-02-25
Jinxi,Kusalik,1954-02-08
Baoqiu,Sewelson,1954-11-24
Kotesh,Pelc,1953-02-26
Ingemar,Gopalakrishnan,1955-01-11
Bodh,Remmers,1954-04-04
